ID,Label,Definition,Classification,symptoms
http://purl.obolibrary.org/obo/DOID_10646,schizotypal personality disorder,"A personality disorder that involves a need for social isolation, anxiety in social situations, odd behavior and thinking, and often unconventional beliefs.|Personality disorder that is a pattern of acute discomfort in close relationships, cognitive or perceptual distortions, and eccentricities of behaviour.

DSM-IV-TR (american Psychiatric Association)
|People with this personality disorder manifest peculiar thoughts and behaviours and have poor interpersonal relationships. Many believe they posses magical thinking abilities or special powers, and some are subject to recurrent illusions. Speech oddities, such as frequent digression or vagueness in conversation, are often present.

The evaluation of individuals must take into account their cultural milieu. The people with this disorder seem to have problems in thinking and perceiving; and often show social isolation, hypersensitivity, and inappropriate affect (emotions); they seem to lack pleasure from social interactions.

Research has demonstrated some cognitive processing abnormalities in individuals with schizotypal personality disorder that help to explain many of the symptoms, and is more prevalent among the first-degree biological relatives of individuals with Schizophrenia than the general population.

""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.
 
DSM-IV-TR (american Psychiatric Association)",30122,
http://purl.obolibrary.org/obo/NBO_0000194,time-based prospective memory,"""Remembering to perform an intended action in respect to a particular time reference."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000172,olfactory learning behavior,,,
http://purl.obolibrary.org/obo/DOID_2510,Kluver-Bucy syndrome,"An impulse control disorder that involves abnormalities in memory, social and sexual functioning and idiosyncratic behaviors resulting from damage from trauma or infection to both temporal lobes causing individuals to put objects in their mouths and engage in inappropriate sexual behavior.",,
http://purl.obolibrary.org/obo/NBO_0000183,long-lasting memory,"""A memory that last for months to lifetime."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000138,psychosis,"Symptom or feature of mental illness typically characterized by radical changes in personality, impaired functioning, and a distorted or nonexistent sense of objective reality.",,
http://purl.obolibrary.org/obo/MF_0000054,tasting,"Taste perception is a mental process which is
a) produced by a causal process involving xenobiotic molecules from a part of the environment of the subject binding with specialized sensory cells in the tongue and nasal cavity, and
b) is experienced by the subject as being so caused, and
c) in which the relevant part of the environment is thereby represented to the subject",,
http://purl.obolibrary.org/obo/OGMS_0000047,genetic disorder,A disorder whose etiology involves an abnormality in the nucleotide sequence of an organism's genome.,,
http://purl.obolibrary.org/obo/OGMS_0000064,chronic disease course,"A disease course that (a) does not terminate in a return to normal homeostasis and (b) would, absent intervention, fall within abnormal homeostatic range.",,
http://purl.obolibrary.org/obo/NBO_0000048,protection of offspring behavior,"""Behavior related the protection of offspring."" [NBO:SD]",,
http://purl.obolibrary.org/obo/NBO_0000059,nuzzling,,,
http://purl.obolibrary.org/obo/GO_0019233,sensory perception of pain,"The series of events required for an organism to receive a painful stimulus, convert it to a molecular signal, and recognize and characterize the signal. Pain is medically defined as the physical sensation of discomfort or distress caused by injury or illness, so can hence be described as a harmful stimulus which signals current (or impending) tissue damage. Pain may come from extremes of temperature, mechanical damage, electricity or from noxious chemical substances. This is a neurological process.",,
http://purl.obolibrary.org/obo/DOID_600,animal phobia,A specific phobia that involves a fear caused by the presence or thought of a specific animal that poses little or no danger at all.,,
http://purl.obolibrary.org/obo/GO_0019234,sensory perception of fast pain,"The series of events required for an organism to receive a fast pain stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process. Fast pain is often subjectively described as a sharp or stabbing pain; in humans, the signals from a fast pain stimulus are perceived and relayed along myelinated A-delta fibers to the central nervous system, reaching their target in about 0.1 seconds.",,
http://purl.obolibrary.org/obo/MF_0000030,representation,A dependent continuant which is about a portion of reality.,,
http://purl.obolibrary.org/obo/DOID_1876,sexual dysfunction,"A sexual dyisfunction is a disruption of any part of the normal sexual response cycle.

""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.|
The sexual response cycle can be divides into the following phases:
1.- Desire: This phase consist of fantasies about sexual activity and the desire to have sexual activity.
2.- Excitement: This phase consist of a subjective sense of sexual pleasure and accompanying physiological changes.
3.- Orgasm: This phase consist of a peaking of sexual pleasure, with release of sexual tension and rhythmic contraction of the perineal muscles and reproductive organs.
4.- Resolution: This phase consist of a sense of muscular relaxation and general well-being.

Disorders of sexual response may occur at one or more of this phases.

Clinical judgments about the presence of a sexual dysfunction should take into account the individual's ethnic, cultural, religious, and social background, which may influence sexual desire, expectations, and attitudes about performance.

DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/NBO_0000159,rapid eye movement sleep,,,
http://purl.obolibrary.org/obo/NBO_0000193,event-based prospective memory,"""Remembering to perform an intended action in respect to a particular event."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_4428,dyslexia,A reading disorder resulting from a developmental reading disability involving the inability to process graphic symbols resulting in impairment of reading ability.|Xref MGI.,,
http://purl.obolibrary.org/obo/BFO_0000020,specifically dependent continuant,b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003]),,
http://purl.obolibrary.org/obo/OGMS_0000037,abnormal homeostasis,Homeostasis that is clinically abnormal for an organism of a given type and age in a given environment.,,
http://purl.obolibrary.org/obo/NBO_0000553,short term object recognition memory,,,
http://purl.obolibrary.org/obo/NBO_0000402,walking reflex,"""A reflex that causes the infant to attempt to 'walk' by placing one foot in front of the other when the soles of their feet touch a flat surface."" [wikipedia:Primitive_reflexes]",,
http://purl.obolibrary.org/obo/BFO_0000009,two-dimensional spatial region,,,
http://purl.obolibrary.org/obo/OGMS_0000045,disorder,A material entity which is clinically abnormal and part of an extended organism. Disorders are the physical basis of disease.,,
http://purl.obolibrary.org/obo/NBO_0000371,aquatic locomotion,"""Behavior related to the movement of an organism from one location to another through a liquid medium."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/OGMS_0000028,disease phenotype,A clinically abnormal phenotype that is characteristic of a single disease.,,
http://purl.obolibrary.org/obo/NBO_0000022,learning behavior,"""Behavior associated with any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience."" [wikipedia:Learning]",,
http://purl.obolibrary.org/obo/NBO_0000436,arthrokinetic reflex,"""A reflex in which joint movement can reflexively cause muscle activation or inhibition."" [wikpedia:Arthrokinetic_reflex]",,
http://purl.obolibrary.org/obo/NBO_0000425,abdominal reflex,"""A reflex that results in the contraction of the muscles of the abdominal wall in response to stimulation of the overlying skin."" [web:http://www.merriam-webster.com/medical/abdominal%20reflex]",,
http://purl.obolibrary.org/obo/NBO_0000401,sucking reflex,"""A reflex that causes the infant to instinctively suck at anything that touches the roof of their mouth and suddenly starts to suck simulating the way they naturally eat."" [wikipedia:Primitive_reflexes]",,
http://purl.obolibrary.org/obo/DOID_12139,dysthymic disorder,"A mood disorder that involves the presence of a low mood almost daily over a span of at least two years.|Is characterised by at least 2 years of depressed mood for more days than not, accompanied by additional depressive symptoms that do not meet the criteria for a major depressive episode.

DSM-IV-TR (american Psychiatric Association)|Dysthymic disorder must have the precedes, while depressed, of two (or more) of the following:

(1) poor appetite or overeating
(2) insomnia or hypersomnia
(3) low energy or fatigue 
(4) low self-esteem
(5) poor concentration or difficulty making decisions
(6) feelings of hopelessness",300.4,
http://purl.obolibrary.org/obo/NBO_0000412,pupillary light reflex,"""A reflex that controls the diameter of the pupil, in response to the intensity (luminance) of light that falls on the retina of the eye, thereby assisting in adaptation to various levels of darkness and light, in addition to retinal sensitivity."" [wikipedia:Pupillary_light_reflex]",,
http://purl.obolibrary.org/obo/OGMS_0000082,pathological invasion,TODO: Define.,,
http://purl.obolibrary.org/obo/OGMS_0000065,progressive disease course,"A disease course that (a) does not terminate in a return to normal homeostasis and (b) would, absent intervention, involve an increasing deviation from homeostasis.",,
http://purl.obolibrary.org/obo/MFOMD_0000149,mixed episode,"Is characterised by a period of time (lasting at least 1 week) in which the criteria are met both for a Manic episode and for a Major depressive episode nearly every day.|
The individual experiences rapidly alternating moods (sadness, irritability, euphoria) accompanied by symptoms of a Manic episode and a Major depressive episode.

DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/DOID_302,substance abuse,A substance-related disorder that involves a maladaptive pattern of substance use leading to significant impairment in functioning.,,
http://purl.obolibrary.org/obo/DOID_9976,heroin dependence,An opiate dependence that involves the continued use of heroin despite problems related to use of the substance.|A substance addiction in which the substance compulsively consumed is heroin (CHEBI:27808),,
http://purl.obolibrary.org/obo/NBO_0000360,leaping behavior,"""Behavior related to the upward thrust produced by the rapid, simultaneous extension of the hind legs with the intend to cross wide gaps in the locomotor surface."" [MBP:GVG]",,
http://purl.obolibrary.org/obo/MF_0000037,direct consciousness,"Direct consciousness is consciousness of phenomenal experience, it is the given experience in consciousness of (for example) sounds, tastes, emotions and bodily feelings.",,
http://purl.obolibrary.org/obo/DOID_593,agoraphobia,"Agoraphobia is anxiety about, or avoidance of, places or situations from which escape might be difficult (or embarrassing) or in which help may not be amiable in the event of having a panic attack or panic-like symptoms.

DSM-IV-TR (american Psychiatric Association)
|A phobic disorder involving the specific anxiety about being in a place or situation where escape is difficult or embarrassing or where help may be unavailable.|
The anxiety typically leads to a pervasive avoidance of a variety of situations that may include being alone outside the home or being home alone; being in a crowd of people; travelling in automobile, bus, or airplane; or being on a bridge or in an elevator.

The differential diagnosis to distinguish agoraphobia from social and specific phobia and from severe separation anxiety disorder can be difficult because all of this conditions are characterised by avoidance of specific situations.

DSM-IV-TR (american Psychiatric Association)",,"
Some of the following patterns have been found in patients with Agoraphobia.

- Some physical or psychological stressor.
- Altered physical sensation, such as increased heart rate and over-breathing.
- Faulty appraisal, such as incorrectly interpreting the symptoms as representing a severe physical problem- a heart attack or loss of control.
- Avoidance of the situation associated with the fear. the attack were described as highly aversive, and the patients' belief that they represented a pathological outcome intensified the fear. this lead to avoidance. 

DSM-IV-TR (american Psychiatric Association)"
http://purl.obolibrary.org/obo/NBO_0000011,social behavior,"""A behavior that occurs predominantly or only, in individuals that are part of a group."" [Wikipedia:Social_behavior]",,
http://purl.obolibrary.org/obo/GO_0050952,sensory perception of electrical stimulus,"The series of events required for an organism to receive a sensory electrical stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process.",,
http://purl.obolibrary.org/obo/NBO_0000414,jaw jerk reflex,,,
http://purl.obolibrary.org/obo/MFOMD_0000137,manic episode,"
Period of abnormally and persistently elevated, expansive, or irritable mood, lasting at least 1 week (or any duration if hospitalization is necessary). 

DSM-IV-TR",,
http://purl.obolibrary.org/obo/NBO_0000403,voluntary movement behavior,"""Behavior related to movements executed with intent."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000752,electrical nociceptive behavior,,,
http://purl.obolibrary.org/obo/MF_0000060,vigilance,"The ability to maintain attention and alertness over prolonged periods of time.


http://en.wikipedia.org/wiki/Vigilance_%28psychology%29",,
http://purl.obolibrary.org/obo/DOID_11569,neurocirculatory asthenia,A somatoform disorder that involves heart disease symptoms without any identifiable physiological abnormatlities.,,
http://purl.obolibrary.org/obo/NBO_0000336,chemically-elicited antinociceptive behavior,,,
http://purl.obolibrary.org/obo/NBO_0000347,gross motor coordination,"""The coordination of large muscle groups and whole body movement."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000005,facebook addiction,An internet addiction in which the subject makes compulsive use of the Internet software Facebook.,,
http://purl.obolibrary.org/obo/DOID_0050665,fetal alcohol syndrome,"A fetal alcohol spectrum disorder that results in severe mental and physical defects which can develop in a child when the mother drinks alcohol during pregnancy. The presenting features include craniofacial dysmorphology (microcephaly, smooth philtrum, thin upper lip, small eye openings), pre- and postnatal growth deficiency, and central nervous system dysfunction.",,
http://purl.obolibrary.org/obo/NBO_0000372,directional control of locomotion,"""Behavior related to the control of the direction of locomotion."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000383,phototactic behavior,"""Locomotory orientation in response to light."" [GO:0042331]",,
http://purl.obolibrary.org/obo/OGMS_0000055,clinical history taking,A health care process in which a clinician elicits a description of previous sign and symptoms of disease from a patient or from a third party who is reporting on behalf of the patient.,,
http://purl.obolibrary.org/obo/OGMS_0000038,normal homeostasis,Homeostasis of a type that is not clinically abnormal.,,
http://purl.obolibrary.org/obo/DOID_0060223,agraphia,"An acquired writing disorder causing a loss in the ability to communicate through writing, either due to some motor dysfunction or the inability to spell.",,
http://purl.obolibrary.org/obo/NBO_0000394,symmetrical tonic neck reflex,"""A reflex that causes the eyes to alternately fixate at far and near, expanding vision development from arms length to far away."" [MBP:GVG]",,
http://purl.obolibrary.org/obo/MF_0000058,attachment,"Affectional tie that one person or animal forms between himself and another specific one, a tie that binds them together emotionally and endures over time.",,
http://purl.obolibrary.org/obo/NBO_0000010,reproductive behavior,"""Behavior related to the actions or interactions of an organism that are associated with reproduction."" [GOC:jl]",,
http://purl.obolibrary.org/obo/OGMS_0000073,diagnosis,The representation of a conclusion of a diagnostic process.,,
http://purl.obolibrary.org/obo/OGMS_0000056,laboratory test,A measurement assay that has as input a patient-derived specimen and as output a data itme that is about a quality of the specimen.,,
http://purl.obolibrary.org/obo/DOID_11257,social phobia,"A phobic disorder that involves social anxiety occurring only in specific public or social situations, interactions with others or being evaluated or scrutinized by other people.|Is characterised by clinically significant anxiety provoked by exposure to certain types of social or performance situations, often leading to avoidance behaviour.

DSM-IV-TR (american Psychiatric Association)
|
An individual with this phobia avoids or endures these situations, which often lead to intense anxiety reactions or panic attacks. The person's fear stems foam anxiety that, when in the company of others, he or she will perform one or more activities in a way that is embarrassing or humiliating. There is no such a fear when the person engages in any of these activities in private.

People with this phobia, usually realise that their behaviour and fears are irrational, but this understanding does not reduce the distress they feel.

Social phobias can be divided into three types:

1.- Performance (excessive anxiety over activities such as playing a musical instrument, public speaking, eating in a restaurant, using public restrooms).

2.- Limited interactional (excessive fear only in specific social situations, such as going out on a date or interacting with an authority figure).

3.- Generalized (extreme anxiety displayed in most social situations; where multiple social fears were present, including fears of public speaking, using the toilet away from home, eating or drinking in public, and writing with someone watching).


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",30023,"
Individuals with Social Phobia almost always experience symptoms of anxiety , such as:

- palpitations
- tremors
- sweating
- gastrointestinal discomfort, diarrhoea
- muscle tension
- blushing
- confusion

http://books.google.co.uk/books?hl=en&lr=&id=w_HajjMnjxwC&oi=fnd&pg=PP1&dq=social+phobia+symptoms+dsm+iv&ots=i7TQ8qcO8C&sig=7U7UHMprbc5VaLks9rhHl3LJX4E#v=onepage&q=social%20phobia%20symptoms%20dsm%20iv&f=true
"
http://purl.obolibrary.org/obo/IAO_0000409,denotator type,A denotator type indicates how a term should be interpreted from an ontological perspective.,,
http://purl.obolibrary.org/obo/NBO_0000751,perception behavior by means,,,
http://purl.obolibrary.org/obo/NBO_0001728,behavioral response to addictive substance,"""Behavior as a result of sensitivity to an addictive substance intake."" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000460,divided attention behavior,"""Behavior involving responding simultaneously to multiple tasks or multiple task demands."" [wikipedia:Attention]",,
http://purl.obolibrary.org/obo/MF_0000061,orgasm,"Orgasm is the sudden discharge of accumulated sexual tension during the sexual response cycle, resulting in rhythmic muscular contractions in the pelvic region characterized by sexual pleasure.

http://en.wikipedia.org/wiki/Orgasm",,
http://purl.obolibrary.org/obo/NBO_0000624,object play,"""Play behavior associated with the manipulation of objects."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000413,accommodation reflex,"""A reflex action of the eye, in response to focusing on a near object, then looking at distant object (and vice versa), comprising coordinated changes in vergence, lens shape and pupil size."" [wikipedia:Accommodation_reflex]",,
http://purl.obolibrary.org/obo/NBO_0000346,upper limb coordination,"""The coordination of upper limb movement."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/GO_0050915,sensory perception of sour taste,"The series of events required to receive a sour taste stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process.",,
http://purl.obolibrary.org/obo/NBO_0000382,energy taxis,"""Locomotory orientation in response to physical parameters involved in energy generation."" [GO:0009453]",,
http://purl.obolibrary.org/obo/NBO_0000393,asymmetrical tonic neck reflex,"""A reflex that assists in the birthing process and helps to develop muscle tone, kicking and stimulates vestibular function in utero."" [wikipedia:Asymmetrical_tonic_neck_reflex]",,
http://purl.obolibrary.org/obo/NBO_0000335,thermal nociceptive behavior,,,
http://purl.obolibrary.org/obo/MF_0000059,daydreaming,"Short-term detachment from one's immediate surroundings, during which a person's contact with reality is blurred and partially substituted by a visionary fantasy, especially one of happy, pleasant thoughts, hopes or ambitions, imagined as coming to pass, and experienced while awake.",,
http://purl.obolibrary.org/obo/NBO_0000044,parental behavior,"""Behavior of a parent towards their offspring."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0002234,regulation of consumption of an addictive substance,"""Any process that modulates the frequency, rate or extent of consumption of an addictive substance, the specific actions or reactions of an organism in response to external or internal stimuli."" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000220,social learning,"""The sociological process of training individuals in a society to act or respond in a manner generally approved by the society in general and peer groups within society."" [wikipedia:Social_conditioning]",,
http://purl.obolibrary.org/obo/NBO_0000231,excitement behavior,,,
http://purl.obolibrary.org/obo/MF_0000023,interpersonal behavior,"Behavior having interpersonal processes as parts, each involving the same instances of human being.",,
http://purl.obolibrary.org/obo/DOID_11119,Gilles de la Tourette syndrome,A tic disorder that is characterized by multiple physical (motor) tics and at least one vocal (phonic) tic present for more than a year.|OMIM mapping confirmed by DO. [SN].,,
http://purl.obolibrary.org/obo/NBO_0000447,locomotor activation,,,
http://purl.obolibrary.org/obo/OGMS_0000029,vital sign,A physical sign in which a non-zero value is standardly considered to be an indication that the organism is alive.,,
http://purl.obolibrary.org/obo/OGMS_0000046,epigenetic disorder,"A disorder whose etiology involves (1) a modification to the patient's genomic DNA which leads to alterations in the normal expression pattern of the genome, but is (2) not a change in the nucleotide sequence.",,
http://purl.obolibrary.org/obo/DOID_1234,gender identity disorder,"This disorders are characterized by conflict between a person's anatomical sex and his or her gender identity, or self-identification as male or female. 

""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.|A disease of mental health that involves a conflict between a person's actual physical gender and the gender that person identifies himself or herself as.|
There must be evidence of a strong and persistent cross-gender identification, which is the desire to be, or the insistence that one is, of the other sex. This cross-gender identification must not merely be a desire for any perceived cultural advantages of being the other sex. There must also be evidence of persistent discomfort about one's assigned sex or a sense of inappropriateness in the gender role of that sex.

In boys, the cross-gender identification is manifested by a marked preoccupation with traditionally feminine activities. They may have preference for dressing in girls'or women's clothes or may improvise such items from available materials when genuine articles are unavailable. There is a strong attraction for the stereotypical games and pastimes of girls. They avoid rough-and-tumble play and competitive sports and have a little interest in cars and trucks or other nonaggressive but stereotypical boys'toys. They may express a wish to be a girl and assert that they will grow up to be a woman. They may insist on sitting to urinate and pretend not to have a penis by pushing it in between their legs.

Girls with Gender Identity Disorder display intense negative reactions to parental expectations or attempts to have them wear dresses or other feminine attire. They prefer boys' clothing and short hair, are often misidentified by strangers as boys, and may ask to be called by boy's name. These girls prefer boys as play-mates, with whom they share interests in contact sports, rough-and-tumble play, and traditional boyhood games. A girl with tis disorder may occasionally refuse to urinate in a sitting position. She may claim that she has or will grow a penis and may not want to grow breasts or to menstruate. She may assert that she will grow up to be a man.

Adults whit this disorder are preoccupied with their wish to live as a member of the other sex. This preoccupation may be manifested as an intense desire to adopt the social role of the other sex or to acquire the physical appearance of the other sex through hormonal or surgical manipulation. To varying degrees, they adopt the behaviour, dress, and mannerisms of the other sex. Whit cross-dressing and hormonal treatment (and for males, electrolysis), many individuals with this disorder may pass convincingly as the other sex.

In Adolescents, the clinical features may resemble either those of children or those of adults, depending on the individual's developmental level, and the criteria should be applied accordingly.

DSM-IV-TR (american Psychiatric Association)","302.85  Gender Identity Disorder in Adolescents or Adults
302.6    Gender Identity Disorder in Children",
http://purl.obolibrary.org/obo/DOID_334,histrionic personality disorder,"This disorder is a pattern of excessive emotionality and attention seeking. 

DSM-IV-TR (American Psychiatric Association)|A personality disorder that is characterized by a pattern of excessive emotionality and attention-seeking, including an excessive need for approval and inappropriately seductive behavior, usually beginning in early adulthood.|
Individuals with this personality disorder are uncomfortable or feel unappreciated when they are not the centre of attention; they tend to draw attention to themselves and may initially charm new acquaintances by their enthusiasm, apparent openness, or flirtatiousness.

If they are not the centre of attention they may do something dramatic, as make up stories or create a scene in order to draw attention to themselves. they also can be inappropriately sexually provocative or seductive, not only toward persons in whom the individual has a sexual or romantic interest, but occurs in a wide variety of social, occupational, and professional relationship beyond what is appropriate for the social context; also they are overly concerned with impressing others by their appearance and their emotions often seem to be turned on and off too quickly to be deeply felt, which may lead others to accuse the individual of faking these feelings.

 DSM-IV-TR (american Psychiatric Association)",30150,
http://purl.obolibrary.org/obo/DOID_14320,generalized anxiety disorder,"An anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation.|Disorder where anxiety (worry, fear, apprehension, or unease) happens over otherwise common things or events, is difficult for the individual to control, is excessive, and lasts at least 6 months.


Generalized Anxiety Disorder&quot; Janet M. Torpy, MD; Alison E. Burke, MA; Robert M. Golub, MD.
|
This disorder is characterized by persistent high levels of anxiety and excessive worry over many life circumstances, the disorder is chronic, and it produces social and functional impairment.

Because the people with this disorder are unable to discover the “real” source of their fears, they remain anxious and occasionally experience even more acute attacks of anxiety. They appear to have lower threshold for uncertainty, which leads worrying; to have erroneous beliefs such as “worry is an effective way to deal with problems”.

""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",30002," 
The concerns of this disorder are accompanied by physiological responses such as:

- Heart palpitations
- Muscle tension
- Restlessness
- Trembling
- Sleep difficulties 
- Poor concentration
- Persistent apprehension 
- Nervousness

""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.

Other symptoms can be headaches, changes in appetite, nausea, vomiting and diarrhea, ediginess or irritability.


""Generalized Anxiety Disorder"" Janet M. Torpy, MD; Alison E. Burke, MA; Robert M. Golub, MD.

"
http://purl.obolibrary.org/obo/NBO_0000348,fine motor coordination,"""Coordination of small muscle movements which occur usually in coordination with the eye."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000359,terrestrial locomotory behavior,"""Behavior associated with surface locomotion."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000634,irritable aggressive behavior,,,
http://purl.obolibrary.org/obo/behavior.owl/NBO_0002952,linear vestibuloocular reflex,A vestibular reflex by which a response to a linear acceleration stimulus begins with an afferent nerve impulse from a receptor in the otolith and ends with the compensatory action of eye muscles. [GOC:dph],,
http://purl.obolibrary.org/obo/DOID_9973,substance dependence," When an individual persists in use of alcohol or other drugs despite problems related to use of the substance, substance dependence may be diagnosed. Compulsive and repetitive use may result in tolerance to the effect of the drug and withdrawal symptoms when use is reduced or stopped. 

(DSM-IV, American Psychiatric Association, 2000)          |A substance-related disorder that involves the continued use of alcohol or other drugs despite despite problems related to use of the substance.|Substance dependence can be diagnosed with physiological dependence, evidence of tolerance or withdrawal, or without physiological dependence. DSM-IV substance dependencies include:

    303.90 Alcohol dependence
    304.00 Opioid dependence
    304.10 Sedative, hypnotic, or anxiolytic dependence (including benzodiazepine dependence and barbiturate dependence)
    304.20 Cocaine dependence
    304.30 Cannabis dependence
    304.40 Amphetamine dependence (or amphetamine-like)
    304.50 Hallucinogen dependence
    304.60 Inhalant dependence
    304.80 Polysubstance dependence
    304.90 Phencyclidine (or phencyclidine-like) dependence
    304.90 Other (or unknown) substance dependence
    305.10 Nicotine dependence
[Wikipedia:http://en.wikipedia.org/wiki/Addiction]|ICD-10 codes F10-F19 [WHO ICD:http://apps.who.int/classifications/icd10/browse/2010/en#/F10-F19]",,
http://purl.obolibrary.org/obo/NBO_0000207,sensory adaptation,"""Change in the responsiveness of a sensory system when confronted with a constant stimulus."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000218,passive avoidance learning behavior,"""Avoidance learning when no action occurs."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_10652,Alzheimer's disease,"A dementia and a tauopathy that results in progressive memory loss, impaired thinking, disorientation, and changes in personality and mood starting and leads in advanced cases to a profound decline in cognitive and physical functioning and is marked histologically by the degeneration of brain neurons especially in the cerebral cortex and by the presence of neurofibrillary tangles and plaques containing beta-amyloid. It is characterized by memory lapses, confusion, emotional instability and progressive loss of mental ability.|Xref MGI.
OMIM mapping confirmed by DO. [SN].",,
http://purl.obolibrary.org/obo/BFO_0000148,zero-dimensional temporal region,,,
http://purl.obolibrary.org/obo/NBO_0000150,maternal behavior,"""Behavior of a mother towards her offspring."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_5062,phencyclidine abuse,A substance abuse that involves the recurring use of phencyclidine (PCP) drugs despite negative consequences.,,
http://purl.obolibrary.org/obo/NBO_0000369,gliding behavior,"""Behavior related to the expansion lateral surface of the body with the intention of increasing the wind resistance against the body and hence reducing the speed of falling."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000558,long term spatial memory,,,
http://purl.obolibrary.org/obo/OGMS_0000087,extended organism,"An object aggregate consisting of an organism and all material entities located within the organism, overlapping the organism, or occupying sites formed in part by the organism.|From OGMS: http://purl.obolibrary.org/obo/OGMS_0000087",,
http://purl.obolibrary.org/obo/DOID_8645,subacute delirium,,,
http://purl.obolibrary.org/obo/NBO_0000209,fear conditioning,"""A type of associative learning that allows organisms to acquire affective responses, such as fear, in situations where a particular context or stimulus is predictably elicits fear via an aversive context."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000198,substance-induced sleep disorder,"The essential feature of this disorder is a prominent disturbance in sleep that is sufficiently severe to warrant independent clinical attention., and is judged to be due to the direct physiological effects of a substance.

DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/MFOMD_0000004,mental disorder,"A disease that involves a psychological or behavioral pattern generally associated with subjective distress or disability that occurs in an individual, and which are not a part of normal development or culture.|Clinically significant behavioural and/or cognitive pathology.|While the ontology subscribes to the widely accepted theory that there is a biomedical basis for mental diseases, the standard descriptions of mental disorders focus solely on symptomatic descriptions. Therefore, we have classified the mental disorders beneath OGMS's 'disease course' via a parent class 'mental disease course' rather than classifying them as diseases. ",,
http://purl.obolibrary.org/obo/MFOMD_0000003,internet gaming addiction,An internet addiction in which the subject makes compulsive use of internet gaming facilities.,,
http://purl.obolibrary.org/obo/NBO_0000221,conditioned emotional response,,,
http://purl.obolibrary.org/obo/NBO_0000232,distress behavior,,,
http://purl.obolibrary.org/obo/DOID_0050666,partial fetal alcohol syndrome,"A fetal alcohol spectrum disorder that results in most, but not all, of the growth deficiency and/or craniofacial features of fetal alcohol syndrome including central nervous system dysfunction due to prenatal alcohol exposure.",,
http://purl.obolibrary.org/obo/DOID_0050776,non-specific X-linked mental retardation,,,
http://purl.obolibrary.org/obo/NBO_0000570,head bobbing,"""Movement of the head in the vertical plane."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000581,vestibulocollic reflex,"""A reflex which results from activation of afferents from the vestibular organs and uses neck movements to stabilize the head position in space."" [JAX:]",,
http://purl.obolibrary.org/obo/DOID_14042,bipolar I disorder,A bipolar disorder that is characterized by at least one manic or mixed episode.,,
http://purl.obolibrary.org/obo/MF_0000044,musical capability,,,
http://purl.obolibrary.org/obo/NBO_0000290,conformity,,,
http://purl.obolibrary.org/obo/MFOMD_0000187,abstinence syndrome,"Condition characterised by distress or impairment in social, occupational, or other areas of functioning, or physical or emotional symptoms such as shaking, irritability, and inability to concentrate after reducing or ceasing intake of a substance.


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue
",,
