idPessoa,data_hora,trabalho_proprio,historico_familiar,tratamento,interferencia_trabalho,trabalho_remoto,empresa_ti,conhece_opcoes,programa_saude,busca_tratamento,anonimidade,licenca_medica,mental_consequencia,fisica_consequencia,mental_entrevista,fisica_entrevista,mental_fisica,houve_consequencias
570,2014-08-27 20:13:06,No,Yes,Yes,Rarely,No,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,No,No,Yes,No
571,2014-08-27 20:17:52,No,No,Yes,Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Maybe,Maybe,Don't know,No
572,2014-08-27 20:33:33,No,No,No,Sometimes,No,Yes,Not sure,Don't know,Yes,Don't know,Don't know,No,No,No,No,Yes,No
573,2014-08-27 20:48:54,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,No,No,No,Yes
574,2014-08-27 20:52:20,No,No,No,Never,Yes,Yes,Yes,No,No,Don't know,Don't know,No,No,No,Maybe,No,No
575,2014-08-27 20:52:31,No,Yes,No,Never,No,Yes,No,No,Don't know,Don't know,Somewhat easy,No,No,No,No,Yes,No
576,2014-08-27 20:53:22,No,No,No,NA,No,Yes,No,Don't know,No,Don't know,Don't know,No,No,No,Maybe,Don't know,No
577,2014-08-27 20:55:48,No,Yes,No,Sometimes,Yes,Yes,Not sure,No,No,Yes,Very easy,No,No,No,No,Yes,No
578,2014-08-27 21:05:41,Yes,No,No,Never,Yes,Yes,Yes,No,No,Yes,Very difficult,Yes,No,No,Yes,No,No
579,2014-08-27 21:15:09,No,Yes,Yes,Sometimes,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
580,2014-08-27 21:17:31,No,Yes,Yes,Often,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,Yes
581,2014-08-27 21:21:31,No,Yes,No,NA,Yes,Yes,No,No,Don't know,Don't know,Don't know,No,No,Maybe,Maybe,Don't know,No
582,2014-08-27 21:35:24,No,No,Yes,Never,No,No,Not sure,Yes,Yes,Yes,Somewhat difficult,Maybe,No,No,Maybe,Don't know,Yes
583,2014-08-27 21:39:23,No,No,No,Never,No,Yes,Yes,No,No,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
584,2014-08-27 21:45:31,No,No,No,Sometimes,Yes,Yes,No,No,No,Yes,Don't know,Yes,No,No,No,No,No
585,2014-08-27 21:54:29,No,No,No,Never,No,No,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,Don't know,No
586,2014-08-27 21:54:32,No,No,Yes,Often,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Maybe,No,Yes
587,2014-08-27 21:55:28,No,No,No,Never,No,Yes,Yes,Yes,No,Yes,Don't know,Maybe,No,No,Maybe,Don't know,Yes
588,2014-08-27 22:00:36,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Don't know,Somewhat easy,Maybe,No,No,Maybe,Don't know,No
589,2014-08-27 22:04:43,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Somewhat easy,No,No,No,Maybe,Don't know,No
590,2014-08-27 22:04:47,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,No,Yes,Don't know,Yes
591,2014-08-27 22:06:14,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,Somewhat difficult,Yes,No,No,Maybe,Don't know,No
592,2014-08-27 22:07:34,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,Maybe,Don't know,No
593,2014-08-27 22:11:16,No,Yes,Yes,Sometimes,No,Yes,Not sure,Yes,Yes,Don't know,Don't know,Maybe,No,No,No,No,No
594,2014-08-27 22:12:55,No,Yes,No,Never,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,No,Maybe,Yes,No
595,2014-08-27 22:13:55,No,No,No,Rarely,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Yes,No
596,2014-08-27 22:14:23,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Yes
597,2014-08-27 22:14:46,No,No,No,NA,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,No,Maybe,Don't know,No
598,2014-08-27 22:21:48,No,No,No,NA,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Yes,No
599,2014-08-27 22:26:03,No,Yes,Yes,Rarely,No,Yes,No,No,Don't know,Don't know,Somewhat difficult,Yes,Yes,No,No,No,Yes
600,2014-08-27 22:32:36,No,Yes,No,Often,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,No,No,Don't know,No
601,2014-08-27 22:35:40,Yes,Yes,No,NA,Yes,Yes,No,Yes,Yes,Don't know,Very easy,No,No,No,Maybe,Yes,No
602,2014-08-27 22:36:34,No,Yes,Yes,Sometimes,No,No,Not sure,No,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,No
603,2014-08-27 22:55:13,Yes,Yes,Yes,Often,Yes,No,Yes,No,Yes,Yes,Somewhat difficult,No,No,No,No,Yes,No
604,2014-08-27 22:59:23,No,No,No,NA,No,Yes,Not sure,Don't know,Don't know,Yes,Don't know,Maybe,Maybe,No,Maybe,No,No
605,2014-08-27 23:09:46,No,No,No,Sometimes,No,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No
606,2014-08-27 23:10:16,No,No,No,Sometimes,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,No
607,2014-08-27 23:10:23,No,No,No,Never,No,No,Not sure,No,No,Don't know,Don't know,Maybe,Yes,No,Maybe,No,No
608,2014-08-27 23:14:58,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,No,No,No,Maybe,Yes,No
609,2014-08-27 23:30:52,No,No,No,Never,Yes,Yes,No,No,No,Don't know,Don't know,Yes,No,No,Maybe,Don't know,No
610,2014-08-27 23:54:08,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,Yes,No
611,2014-08-27 23:56:33,Yes,No,No,Rarely,Yes,No,Yes,No,No,Don't know,Very easy,No,No,Maybe,Maybe,Yes,No
612,2014-08-27 23:57:16,No,No,No,Often,No,No,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No
613,2014-08-27 23:59:59,No,No,No,Sometimes,No,Yes,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,No,Yes,No,Yes
614,2014-08-28 0:02:36,No,No,No,Rarely,No,Yes,No,No,No,Don't know,Very easy,Yes,Maybe,No,No,Don't know,No
615,2014-08-28 0:05:34,Yes,No,Yes,Often,Yes,Yes,Not sure,No,Yes,Don't know,Somewhat difficult,No,No,No,Maybe,Yes,No
616,2014-08-28 0:17:24,No,No,No,Never,No,Yes,No,Yes,Don't know,Don't know,Don't know,No,No,Maybe,Maybe,Yes,No
617,2014-08-28 0:43:40,No,Yes,Yes,Rarely,Yes,No,Yes,No,No,Yes,Very difficult,Yes,No,No,Maybe,No,No
618,2014-08-28 0:47:55,No,Yes,No,Often,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Don't know,No
619,2014-08-28 1:04:45,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No
620,2014-08-28 1:14:11,No,Yes,No,Sometimes,No,Yes,No,No,No,Don't know,Somewhat easy,No,No,No,Maybe,Don't know,No
621,2014-08-28 1:19:34,Yes,No,No,Never,No,Yes,Not sure,No,No,Don't know,Don't know,No,Maybe,Maybe,Yes,No,Yes
622,2014-08-28 1:30:12,No,No,Yes,Often,Yes,Yes,Yes,No,No,Don't know,Very easy,Maybe,No,No,Yes,Don't know,No
623,2014-08-28 1:38:53,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,Don't know,No
624,2014-08-28 1:41:17,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Don't know,Don't know,No,No,No,No,Don't know,No
625,2014-08-28 1:56:43,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,Maybe,No,No,No,No,No
626,2014-08-28 2:15:08,No,Yes,Yes,Sometimes,No,No,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,Maybe,No,No
627,2014-08-28 2:17:42,Yes,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Somewhat easy,No,No,No,No,No,No
628,2014-08-28 2:19:29,No,No,No,Sometimes,Yes,Yes,Yes,No,No,Yes,Very difficult,Yes,Maybe,No,Maybe,No,Yes
629,2014-08-28 2:30:00,No,Yes,Yes,Sometimes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,No,No,No,Don't know,Yes
630,2014-08-28 2:32:11,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
631,2014-08-28 2:41:47,No,Yes,Yes,Rarely,No,Yes,Yes,No,No,Don't know,Don't know,Yes,Maybe,No,No,Don't know,No
632,2014-08-28 2:46:56,No,No,No,Sometimes,Yes,Yes,No,No,No,No,Very easy,No,No,Maybe,Maybe,Yes,No
633,2014-08-28 2:49:34,No,No,Yes,Sometimes,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,No,No,Yes,No
634,2014-08-28 2:52:45,No,No,Yes,Rarely,No,No,No,Yes,Don't know,Don't know,Very easy,No,No,No,No,Yes,No
635,2014-08-28 2:54:44,No,No,No,Never,No,Yes,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,Don't know,No
636,2014-08-28 3:05:52,Yes,Yes,Yes,Often,No,Yes,No,No,No,Don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,Yes
637,2014-08-28 3:06:14,No,No,Yes,Often,No,Yes,No,No,No,Yes,Somewhat easy,No,No,No,Maybe,Yes,No
638,2014-08-28 3:13:10,Yes,No,No,NA,Yes,Yes,Not sure,No,No,Yes,Very easy,No,No,No,No,Yes,No
639,2014-08-28 3:13:20,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,Yes
640,2014-08-28 3:15:01,No,No,No,NA,No,Yes,Yes,No,No,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
641,2014-08-28 3:16:53,No,No,No,NA,No,Yes,No,No,No,Don't know,Very easy,Maybe,No,No,No,Don't know,No
642,2014-08-28 3:29:19,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,No,Somewhat difficult,Yes,No,No,No,No,Yes
643,2014-08-28 3:36:10,No,No,No,Never,No,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,Maybe,Don't know,Yes
644,2014-08-28 3:42:58,No,Yes,Yes,Rarely,No,No,No,No,No,No,Don't know,Maybe,No,No,No,Don't know,Yes
645,2014-08-28 3:47:30,Yes,No,No,Never,No,Yes,No,No,No,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,No
646,2014-08-28 3:49:56,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Maybe,No,No
647,2014-08-28 3:52:05,No,No,No,Sometimes,No,Yes,No,No,No,Don't know,Very easy,No,No,No,No,Don't know,No
648,2014-08-28 4:00:30,No,Yes,No,Sometimes,No,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,No,No,Don't know,No
649,2014-08-28 4:02:47,No,No,No,Often,No,Yes,No,No,No,Don't know,Don't know,No,No,No,Yes,Don't know,No
650,2014-08-28 4:07:34,No,No,No,Rarely,Yes,No,No,Yes,Yes,Don't know,Don't know,No,No,No,Maybe,Don't know,No
651,2014-08-28 4:09:14,No,Yes,Yes,Never,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,No
652,2014-08-28 4:11:27,Yes,Yes,Yes,Sometimes,Yes,Yes,Not sure,No,No,Don't know,Very easy,No,No,Yes,Yes,Don't know,Yes
653,2014-08-28 4:16:30,No,Yes,No,Never,No,No,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,Don't know,Yes
654,2014-08-28 4:23:01,No,No,Yes,Never,No,No,Not sure,Yes,Yes,Don't know,Very easy,Maybe,No,No,No,Yes,No
655,2014-08-28 4:24:03,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Yes,Don't know,No
656,2014-08-28 4:30:08,No,No,No,Rarely,No,Yes,No,No,No,No,Somewhat difficult,No,Maybe,No,No,Yes,No
657,2014-08-28 4:34:32,Yes,No,No,Never,Yes,Yes,No,No,No,Don't know,Don't know,No,No,No,Maybe,Don't know,No
658,2014-08-28 4:37:54,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Don't know,Yes,Don't know,Maybe,No,No,Yes,Yes,No
659,2014-08-28 4:53:52,No,No,No,NA,No,Yes,No,No,Don't know,Don't know,Somewhat easy,No,No,Maybe,Maybe,Don't know,No
660,2014-08-28 5:05:32,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,No,Maybe,Yes,No
661,2014-08-28 5:12:15,No,No,No,Never,No,Yes,No,No,Don't know,Don't know,Don't know,No,No,Maybe,Maybe,Don't know,No
662,2014-08-28 5:14:28,No,No,No,Never,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
663,2014-08-28 6:02:05,Yes,No,No,Never,Yes,Yes,No,No,No,Don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,Yes,No
664,2014-08-28 6:05:18,No,No,No,Sometimes,No,No,No,No,No,Yes,Very easy,No,No,No,No,Don't know,No
665,2014-08-28 6:10:25,No,No,Yes,Sometimes,Yes,Yes,No,Don't know,No,Don't know,Very difficult,Maybe,Maybe,No,No,No,No
666,2014-08-28 6:11:06,Yes,No,No,NA,Yes,Yes,No,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe,Maybe,Maybe,Yes,Yes
667,2014-08-28 6:27:59,No,No,No,NA,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Don't know,No
668,2014-08-28 6:30:18,No,No,No,Never,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
669,2014-08-28 7:01:30,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,No,No,Maybe,Maybe,Don't know,No
670,2014-08-28 7:03:00,No,No,No,Never,No,Yes,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,No,Maybe,Don't know,No
671,2014-08-28 7:03:03,No,Yes,No,Sometimes,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
672,2014-08-28 7:12:03,No,No,No,NA,Yes,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,No,No,No,No,Yes,No
673,2014-08-28 8:00:40,No,Yes,No,Never,No,Yes,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,Yes,No
674,2014-08-28 8:06:43,No,Yes,No,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No
675,2014-08-28 8:18:06,No,No,Yes,Sometimes,Yes,No,Not sure,No,Don't know,Don't know,Don't know,No,No,No,Maybe,Don't know,No
676,2014-08-28 8:23:11,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Don't know,No
677,2014-08-28 8:39:49,No,Yes,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Yes,No,No,No,Don't know,No
678,2014-08-28 8:40:55,Yes,No,No,NA,No,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No
679,2014-08-28 8:43:23,No,No,Yes,Often,Yes,Yes,Not sure,No,Yes,Don't know,Very easy,No,No,No,Maybe,Yes,No
680,2014-08-28 8:43:57,No,No,Yes,Rarely,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,No,No,Maybe,Don't know,Yes
681,2014-08-28 8:43:58,No,No,Yes,Sometimes,No,No,Yes,Yes,Yes,Don't know,Don't know,No,No,No,No,Don't know,No
682,2014-08-28 9:02:16,No,Yes,Yes,Often,No,No,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,No,No
683,2014-08-28 9:09:30,No,No,Yes,Rarely,Yes,No,Yes,Yes,Don't know,Yes,Somewhat easy,No,No,No,Maybe,Don't know,No
684,2014-08-28 9:16:21,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,Don't know,No
685,2014-08-28 9:18:13,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,Don't know,No
686,2014-08-28 9:40:42,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,No,No,Yes,No
687,2014-08-28 9:53:42,No,Yes,Yes,Sometimes,No,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,No,No,Yes,No
688,2014-08-28 9:53:57,No,No,No,NA,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,No,Don't know,No
689,2014-08-28 9:54:21,No,No,Yes,Sometimes,Yes,Yes,Not sure,Yes,Don't know,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
690,2014-08-28 9:54:38,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,No,Don't know,No
691,2014-08-28 9:54:47,No,No,No,Never,Yes,Yes,No,No,No,Yes,Somewhat easy,No,No,No,Maybe,Yes,No
692,2014-08-28 9:54:51,No,No,No,NA,No,Yes,No,No,Don't know,Yes,Somewhat easy,No,No,Maybe,Maybe,Don't know,No
693,2014-08-28 9:55:14,No,No,No,NA,No,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,No,No,Don't know,No
694,2014-08-28 9:56:03,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,Yes,No,No,Yes,No,No
695,2014-08-28 9:56:04,No,No,Yes,Sometimes,No,No,Yes,No,No,Yes,Very easy,No,No,No,No,Yes,No
696,2014-08-28 9:56:10,No,No,No,NA,No,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,Maybe,No,No
697,2014-08-28 9:56:21,No,No,No,NA,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,Maybe,No,No
698,2014-08-28 9:56:30,No,No,No,NA,No,Yes,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,Yes,No
699,2014-08-28 9:57:02,No,No,No,NA,No,Yes,No,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe,No,No,Don't know,No
700,2014-08-28 9:57:10,No,No,No,NA,No,No,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
701,2014-08-28 9:57:25,Yes,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,No,Very difficult,No,No,No,No,Yes,Yes
702,2014-08-28 9:58:08,No,Yes,Yes,Sometimes,No,Yes,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,No,No,Don't know,No
703,2014-08-28 9:59:39,No,No,Yes,Often,No,No,Yes,Yes,No,Yes,Somewhat easy,No,No,No,Maybe,Yes,No
704,2014-08-28 9:59:39,No,Yes,Yes,Sometimes,No,No,Not sure,No,Yes,Don't know,Somewhat easy,Yes,No,No,No,No,No
705,2014-08-28 10:00:48,No,No,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Maybe,No,Yes
706,2014-08-28 10:01:15,No,No,No,Never,No,Yes,Not sure,No,No,Don't know,Don't know,Yes,Yes,No,No,No,No
707,2014-08-28 10:01:31,Yes,No,Yes,Sometimes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Don't know,No
708,2014-08-28 10:02:09,No,No,No,NA,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,No,No,No,Don't know,No
709,2014-08-28 10:02:23,No,No,Yes,Often,No,Yes,Yes,No,No,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
710,2014-08-28 10:02:45,No,No,No,NA,No,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,Maybe,Don't know,No
711,2014-08-28 10:04:34,No,No,No,NA,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Yes,No
712,2014-08-28 10:04:41,No,Yes,No,Never,No,Yes,No,No,Don't know,Don't know,Very easy,No,No,No,Maybe,Don't know,No
713,2014-08-28 10:05:43,No,No,No,Never,No,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,No,No,No,No
714,2014-08-28 10:07:37,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Very difficult,Yes,Maybe,No,No,No,No
715,2014-08-28 10:07:53,No,No,Yes,Sometimes,No,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,Maybe,Don't know,No
716,2014-08-28 10:08:19,No,No,No,NA,No,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Yes,No
717,2014-08-28 10:08:34,Yes,No,No,NA,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Maybe,Maybe,Yes,No
718,2014-08-28 10:10:29,No,Yes,No,NA,No,Yes,No,No,No,Don't know,Very easy,No,No,No,Maybe,Yes,No
719,2014-08-28 10:11:52,No,No,No,NA,No,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,No,No,Don't know,No
720,2014-08-28 10:13:44,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
721,2014-08-28 10:15:52,No,Yes,Yes,Sometimes,No,No,No,No,No,No,Very difficult,Yes,No,No,Yes,No,Yes
722,2014-08-28 10:16:55,No,No,No,NA,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,Don't know,No
723,2014-08-28 10:17:19,No,Yes,Yes,Never,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Yes,No,No,No,No,No
724,2014-08-28 10:18:34,No,Yes,Yes,Sometimes,No,No,Yes,No,No,Don't know,Don't know,No,No,Maybe,Maybe,Don't know,No
725,2014-08-28 10:18:46,No,No,No,Never,Yes,Yes,No,No,No,No,Don't know,No,No,No,Maybe,No,No
726,2014-08-28 10:20:37,No,No,No,Rarely,Yes,Yes,No,No,No,Don't know,Very easy,Maybe,Maybe,No,Maybe,No,No
727,2014-08-28 10:22:06,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No
728,2014-08-28 10:24:19,No,No,No,NA,No,No,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,No,No
729,2014-08-28 10:25:39,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,Yes,Very difficult,Yes,No,No,Maybe,No,Yes
730,2014-08-28 10:29:47,No,No,Yes,Often,No,Yes,No,No,No,Don't know,Don't know,Yes,No,Maybe,Yes,No,No
731,2014-08-28 10:30:04,No,No,No,NA,No,Yes,No,Yes,No,Don't know,Don't know,Maybe,No,No,No,Don't know,No
732,2014-08-28 10:30:44,No,No,No,NA,Yes,Yes,Not sure,No,No,Don't know,Very easy,No,No,No,No,Don't know,No
733,2014-08-28 10:34:01,No,No,No,NA,No,No,Yes,Yes,Yes,Yes,Don't know,No,No,No,No,Don't know,No
734,2014-08-28 10:35:55,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Somewhat easy,No,No,No,No,Yes,No
735,2014-08-28 10:42:09,Yes,No,No,Never,No,No,Not sure,No,No,Don't know,Very easy,No,No,No,Yes,No,No
736,2014-08-28 10:45:21,No,No,No,NA,No,No,Yes,Don't know,Yes,Yes,Don't know,No,No,No,Maybe,Don't know,No
737,2014-08-28 10:47:12,No,No,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
738,2014-08-28 10:51:08,No,No,No,NA,No,Yes,No,No,Yes,Yes,Don't know,Maybe,No,No,Yes,Yes,No
739,2014-08-28 10:52:33,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Don't know,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,No
740,2014-08-28 10:54:31,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,Maybe,Yes,Yes
741,2014-08-28 10:57:23,No,No,No,NA,No,Yes,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,No
742,2014-08-28 11:02:41,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Very easy,No,No,No,Yes,Yes,No
743,2014-08-28 11:04:00,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Maybe,Yes,Don't know,No
744,2014-08-28 11:04:17,No,No,Yes,Sometimes,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Maybe,Maybe,Don't know,No
745,2014-08-28 11:07:23,Yes,No,Yes,Sometimes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,Yes,Don't know,No
746,2014-08-28 11:09:03,No,No,No,NA,No,Yes,Not sure,No,Don't know,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
747,2014-08-28 11:10:53,No,No,No,NA,No,Yes,No,No,No,No,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No
748,2014-08-28 11:14:21,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,No,Yes,No
749,2014-08-28 11:15:42,No,No,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,No,No,No,Yes,Don't know,No
750,2014-08-28 11:19:35,No,Yes,No,NA,No,Yes,Yes,No,No,Don't know,Very easy,No,No,No,No,Don't know,No
751,2014-08-28 11:20:14,No,No,No,NA,Yes,Yes,Not sure,Yes,Yes,Yes,Very easy,No,No,No,Maybe,Yes,No
752,2014-08-28 11:21:17,No,Yes,Yes,Sometimes,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
753,2014-08-28 11:21:48,Yes,No,No,Never,No,Yes,No,No,No,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
754,2014-08-28 11:22:04,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,No,Yes,No
755,2014-08-28 11:26:15,No,Yes,Yes,Sometimes,Yes,No,No,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
756,2014-08-28 11:27:56,No,Yes,Yes,Sometimes,No,No,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
757,2014-08-28 11:29:20,No,Yes,Yes,Sometimes,No,Yes,No,Yes,Don't know,Don't know,Somewhat difficult,Yes,Maybe,No,Maybe,No,No
758,2014-08-28 11:32:37,No,No,No,Rarely,No,Yes,No,No,No,Yes,Somewhat easy,Maybe,Maybe,Maybe,Maybe,Yes,No
759,2014-08-28 11:34:36,No,No,Yes,Often,No,No,Yes,No,No,No,Don't know,Yes,No,No,Yes,No,Yes
760,2014-08-28 11:36:48,Yes,Yes,No,Sometimes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,No,No,Yes,No
761,2014-08-28 11:38:30,No,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,Maybe,Yes,No
